oocyte #1,oocyte #3,oocyte #4,pronuclear #3,pronuclear #4,pronuclear #2,zygote #1,zygote #2,2 cell #1,2 cell #5,2 cell #6,4 cell #1,4 cell #2,4 cell #3,4 cell #4,8 cell #3a,8 cell #6a,8 cell #7a,8 cell #1b,8 cell #2b,8 cell #3b,8 cell #4b,8 cell #5b,8 cell #3c,8 cell #5c,8 cell *,morula #1,morula #4,morula #5,
PARD3,12.81,31.04,20.89,25.71,12.87,8.42,6.09,4.51,12.16,7.42,6.5,18.9,6.88,23.96,10.99,6.54,4.34,5.82,3.55,9.22,26.56,8.94,27.13,13,2.9,3.67,10.56,12.45,17.59
PARG,4.09,11.56,6.65,1.69,0.46,1.75,1.19,1.39,2.81,6.12,5.07,1.49,1.62,0.1,0,0.28,0.12,1.9,2.67,0.97,8.23,0,0,16.41,6.57,1.26,3.73,7.25,9.67
PBLD,0.03,1.35,1.18,1.32,0.21,0.36,0,0,0.45,0,1.53,2.24,0,0.1,0,0.18,1.04,4.47,0.03,0,0,0,0,0,0.03,1.55,0,2.33,1.23
PCBD1,83.38,36.49,35.18,8.52,26.51,21.76,23.61,35.92,22.16,0.97,31.58,0.13,21.87,16.86,0.53,0,0,0,0.03,5.85,0,0,6.72,0,0.03,3.05,5.1,4.56,6.31
PCDH15,12.36,3.62,6.41,1.98,1.81,3.53,2.82,0.92,3.24,3.71,2.75,1.93,3.13,17.83,5.44,0.4,0.27,0.4,0.03,0.68,3.41,4.74,0.39,0,3.03,1.31,0,0.47,0.23
PCGF5,9.13,6.76,7.54,7.78,10.34,16.34,4.89,7.38,8.59,4.06,1.74,0.6,7.75,8.24,2.87,0.55,9.54,2.2,8.64,4.09,5.54,14.92,13.68,6.26,1.32,5.7,7.04,7.58,10.27
PCGF6,93.02,76.31,126.35,33.63,42.29,31.04,30.85,44.08,21.06,64.83,31.23,32.36,45.23,4.74,16.89,40.28,39,63.34,1.98,13.37,4.86,1.84,10.01,31.19,4.02,20.28,19.31,45.9,64.54
PDCD11,0.03,0,0,0,0.01,0.03,0.06,0.06,0.07,0.26,0.19,0.1,0,2.71,0.25,31.48,27.26,38.86,35.87,13.9,49.53,26.57,44.68,75.17,40.34,41.8,13.52,5.31,5.9
PDCD4,4.2,5.71,14.93,4.91,1.97,1.44,2.81,4.68,2.83,12.42,5.25,1.1,6.01,0.1,0.94,3.99,12.93,1.22,37.92,6.88,12.54,19.3,9.64,4.38,4.68,8.53,1.01,5.76,5.18
PDE6C,12.96,0.14,0,1.57,1.16,1.36,10.13,2.08,7.49,5.02,6.6,9.01,35.74,19.88,7.64,1.43,0.16,0.74,1.61,0,0,0,0,0,0.03,3.39,0,0,0
PDLIM1,534.57,334.18,401.06,239.67,331.74,388.55,489.37,531.11,268.19,207.43,314.72,212.85,127.65,75.32,246.56,1.77,26.08,20.01,246.56,19.25,51.08,29.77,86.98,1.97,2.28,66.78,152.54,139.25,140.17
PDSS1,0.03,0.34,9,0.78,0.52,0,2.62,0.07,0.92,0.69,0.29,0.39,3.56,0.1,0,6.12,4.29,0.16,2.45,0.55,12.72,1.3,9.65,8.52,13.63,3.11,4.53,22.28,31.17
PDZD7,0.03,0,0,0.03,0.01,0.12,0.27,0,0,0,0,0,2.42,0.1,0.71,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
PDZD8,0.03,1.72,0,1.96,1.28,0.5,4.59,1,5.7,5.98,6.61,12.84,7.47,3.87,0.58,18.71,6.47,33.18,44.62,14.24,36.31,4.73,23.25,22.76,0.03,2.67,3.47,6.18,3.77
PFKFB3,0.03,0.37,0,0.56,0.58,0.21,1.29,0.14,0.53,3.83,0.4,0.56,2.44,2.89,1.51,59.16,17.65,75.73,7.69,65.26,3.65,8.48,51.47,125.07,63.67,16.18,4.27,4.62,7.57
PFKP,2.47,5.85,2,29.92,28.88,17.33,41.34,13.64,40.79,9.01,32.75,62.53,17.4,0.1,59.91,1.51,1.99,2.01,17.43,11.34,3.07,60.04,65.51,8.05,2.45,40.46,31.61,40.79,58.29
PGAM1,0.03,0,0,0.01,0.01,0,0,0.04,0,0,0,0,0,0.1,0.51,7.89,11.52,12.72,11.2,15.11,20.25,17.99,12.23,22.4,25.29,6.11,21.54,21.33,33.27
PGBD3,0.03,0.34,0,1.87,2.41,1.49,2.65,4.32,3.52,27.81,2.16,3.54,1.02,9.46,13.33,0,2.43,9.43,0.03,0,0,0,0,0,0.03,0,12.68,5.11,6.58
PHYH,0.03,0,0,0.07,0,0,0,0,0.06,0,0,0.91,0,0.1,0,14.44,0,5.99,0.03,0,0,0,0,0,0.03,0,1.13,4.45,1.06
PHYHIPL,16.17,5.92,7.69,1.33,2.44,2.94,3.13,11.87,1.72,2.97,6.63,0.93,7.77,12.19,21.67,0,0.13,0,0.03,0,0,0,0,0,0.03,2.26,0,0.03,0
PI4K2A,0.03,0.55,0.58,0.48,0.6,0.29,0.08,0.57,0.59,0,0.81,0.15,0,0.1,0,7.48,1.9,34.79,16.27,5.82,22.32,9.04,14.58,13.82,3.63,5.12,13.07,3.07,1.56
PIK3AP1,0.03,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0.1,0.76,0.08,0.21,1.7,1.88,11.39,0.54,0,0,9.81,1.68,0,1.51,5.43,2.89
PIP4K2A,24.3,22.33,14.41,18.76,20.01,12.89,37.1,15.3,21.97,8.65,16.52,33.65,29.59,25.54,54.03,2.62,10.53,5.59,33.54,6.04,29.09,21.45,18.25,1.05,4.07,11.36,8.78,6.58,3.85
PITRM1,41.57,61.61,29.77,51.63,63.87,60.14,110.54,70.42,116.77,65.72,74.78,107.91,55.97,119.84,98.88,4.25,12.5,17.43,60.26,16.88,16.88,104.34,38.73,11.93,15.38,47.46,5.41,6.33,7.48
PITX3,0.03,0,0,0,0.14,0.03,0.01,0,0,0,0,1.05,0,0.1,0,0,0,0,0.03,0.54,0,0,1.33,0,0.03,0,6.55,1.02,0.24
PKD2L1,0.03,0,0,0,0,0,0,0,0,0,0,0.08,0,0.1,0.28,0.11,0,3.04,0.03,3.46,0.35,0,0,0,0.03,0,0,0,0
PLA2G12B,7.2,5.34,5.04,0.87,0.61,3.39,0.88,10.27,2.57,0,0.34,0.96,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0.06
PLAC9,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,2.04,10.79,0,1.02,0.03,3.4,0,2.14,0
PLAU,0.03,0.27,0,0,0.06,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,1.4,0,0,0,0,0.03,0,2.91,0,0.15
PLCE1,3.11,3.15,2.16,6.4,9.28,7.34,3.07,5.2,7.41,9.76,13.69,2.16,6.65,2.65,13.22,0.91,0.4,1.11,12.68,2.29,1.37,4.87,2.03,1.42,0.03,1.13,0.08,1.88,1.23
PLEKHA1,5.53,14.58,7.33,24.08,14.26,14.41,13.79,14.02,14.87,5.31,13.08,2.23,0.43,0.1,2.04,6.38,0,2.85,1.39,0,0,0,4.81,8.37,0.03,2.44,5.89,10.41,13.91
PLXDC2,0.03,0,0,0,0.02,0.01,0,0,0,0,0.47,0,0,0.1,0,0.31,0.08,1.04,0.03,0,0,0,2.12,0,0.03,0,0,0,0
PNLIPRP1,22.46,11.86,14.69,3.27,0.71,2.81,3.75,3.28,1.22,0.41,5.21,0.11,0,0.1,3.02,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
POLL,2.69,0.92,0.79,3.97,6.89,5.11,3.57,5.16,3.3,1.94,1.43,6.4,5.65,9.59,1.57,0.33,1.45,0.62,0.03,2.79,1.31,3.3,2.53,3.61,0.03,7.85,6.27,1.16,0.43
POLR3A,1.26,0.69,3.95,3.39,2.27,1.97,1.51,1.14,1.38,2.03,1.62,0.85,0.65,0.1,3.56,5.88,6.01,8.03,3.41,23.28,13.47,7.99,11.42,8.15,10.87,4.82,5.15,4.44,3.6
PPA1,18.95,11.83,16.51,9.74,12.07,22.98,15.55,16.48,20.47,20.23,20.57,30.08,35.92,17.53,20.51,117.44,47.69,81.49,4.09,85.86,90.51,101.1,31.04,122.3,108.97,5.77,105.93,209.23,290.39
PPAPDC1A,15.77,13.76,7.44,8.49,16.54,19.28,12.38,16.23,14.76,49.71,6.24,10.93,5.65,0.1,8.32,0.15,0,0.52,51.59,10.7,33.98,21.4,0,0.67,0.03,1.75,2.7,0,0
PPIF,1.44,3.06,1.29,22.22,23.75,33.75,44.65,28.4,44.12,26.79,14.24,75.02,8.82,10.01,35.48,95,79.65,35.02,181.17,173.38,157.27,164.04,271.98,61.36,65.26,237.27,186.78,87.22,73.66
PPP1R3C,5.42,25.83,9.76,33.21,13.34,18.89,57.34,10.25,41.89,46.78,39.39,14.08,20.84,15.19,44.38,1.81,1.25,0.15,0.03,0.51,0.39,0,0,37.12,0.03,4.79,0.23,0,0
PPP2R2D,0.03,0.12,2.43,18.97,15.81,4.57,25.04,6.64,21.39,16.81,17.88,1.07,63.48,5.08,5.04,49.81,36.94,84.34,19.95,30.27,58.25,93.02,9.91,65.03,74.78,5.96,30.64,31.79,12.87
PPP3CB,6.47,8.74,17.76,12.59,21.06,13.55,19.39,25.26,18.84,35.94,27.64,50.22,1.95,6.89,13.91,1.87,1.97,2.44,41.68,7.01,2.23,25.4,8.46,0.94,0.03,20.91,1.19,5.33,6.08
PPRC1,5.52,24.49,3.52,99,98.13,109.97,128.51,92.1,175.65,87.68,74.08,110.54,149.53,49.63,114.18,78.14,123.98,151.38,46.97,103.7,53.61,18.96,60.44,116.6,264.44,117.79,46.25,31.93,40.34
PPYR1,0.03,0,0,0,0,0,0,0,0,0,0,5.3,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
PRAP1,32.12,50.72,31.3,39.48,222.37,24.1,51.63,85.65,44.62,2.28,65.15,61.42,60.97,5.38,80.96,54.7,61.61,62.3,203.1,83.71,72.99,68.33,242.8,155.51,185.89,107.06,24.62,40.88,17.57
PRDX3,598.39,508.64,804.87,319.45,370.15,411.66,554.8,401.06,375.02,568.34,315.97,131.89,298.6,255.54,343.95,101.95,94.19,72.88,27.33,17.31,77.72,12.52,71.6,99.3,38.73,37.7,153.33,576.66,598.39
PRKCQ,6.79,5.61,2.95,2.61,4.62,4.65,8.4,6.46,6.1,4.01,5.74,9.27,5.47,4.12,21.1,0.36,0,0.96,0.03,0,0,0,0.45,0,0.03,4.42,0.4,3.68,6.4
PRKG1,5.26,2.82,3.59,0.41,0.43,1.12,0.71,1.69,0.9,2.12,2.7,2.66,0.77,2.95,2.6,0,0.35,0,0.03,0.14,5.07,0,3.28,0,0.03,0,0.13,0,0
PRPF18,0.03,1.8,1.01,2.73,1.91,1.38,41.78,21.71,9.11,10.84,40.69,15.73,5.9,4.04,9.01,83.48,57.53,48.59,220.74,83.27,209.62,44.24,3.88,59.4,20.92,40.99,11.15,26.26,28.49
PRTFDC1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,2.64,0,0,0,26.61,0.03,0,1,0.11,0
PSAP,23.53,20.89,26.98,5.91,11.41,6.92,20.55,12,3.01,6.57,3.82,4.82,4.06,0.1,2.31,33.47,16.48,8.56,11.61,20.51,11.52,18.73,28.73,30.17,40.66,2.77,57.67,49.02,38.19
PSD,1.21,0.17,0,0.03,0.09,0.04,0.11,0.27,0,0,0,0.22,0,0.1,0,0.08,0.16,0,0.03,0.83,0,0,0.71,0,0.03,0.04,0,0,0
PSTK,4.15,0,4.5,1.13,0.08,0.8,1.74,0.09,0.66,0.28,5.6,1.08,0,4.05,0.35,2.81,0.42,1.58,5.2,6,20.73,1,0,25.46,4.58,0.04,3.71,20.99,9.39
PTCHD3,0.03,0,0,0,0,0,0,0,0.05,0,0,0.72,2.87,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
PTEN,17.48,10.97,15.17,9.59,6.18,7.23,8.38,13.47,8.31,19.73,13.91,6.81,7.96,8.27,5.62,3.36,1.6,3.17,0.03,5.09,6.4,1.78,2.62,2.68,7.12,2.4,4.11,8.61,5.51
PTER,8.97,3.48,3.24,0.65,0.51,0.1,0.92,2.22,0,1.44,0,0,1.2,0.1,0,0,4.91,0,0.03,0,0,0,0,0.59,0.03,1.33,1.06,2.2,0.88
PTF1A,0.03,0,0.59,0,0.44,0.13,0.04,0,0.05,0,0.71,0,0,0.1,0,0.12,0,0,0.03,0,0,0,0,0,0.03,2.4,0,0,0
PTPLA,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,4.87,0,0,0,0,2.46,1.4,0.47,1.88,2.87
PTPRE,0.03,0.73,1.01,0.04,0.02,0.02,0.6,1.13,0.18,6.1,0,0,0,0.1,0,0,0.26,0,0.03,0,0,0,0,0,0.03,0,0,0,0
RAB11FIP2,4.43,7,9.83,2.39,1.67,1.37,0.54,2.01,1.43,2.2,0,1.96,0,3.79,1.31,6.5,5.83,18.47,2.56,18.73,1.77,4.46,2.17,0.9,1.44,0.93,1.49,3.43,5.48
RAB18,17.93,86.16,24.14,36.23,25.03,11.82,18.1,4.51,15.1,52.63,46.88,3.75,21,93.22,23.29,1.82,0.32,1.66,9.82,0.66,11.8,0.68,0.26,4.29,0.03,0.32,42.21,122.85,143.21
RASGEF1A,0.03,0.34,0.65,0.38,0.83,1.99,0.55,1.68,1.32,0.83,2.52,0.32,0,0.1,0.49,1.65,9.23,2.84,0.03,7.65,0.91,1.02,25.24,7.86,1.39,1.27,10.7,25.45,15.21
RBM17,126.35,87.22,79.65,126.92,128.3,89.2,110.79,143.21,156.75,153.33,276.8,189.25,144.36,98.64,252.49,41.54,27.11,45.11,16.41,29.8,13.41,11.86,22.92,21.79,53.93,38.55,50.83,86.87,61.61
RBM20,0.03,0,2.17,0.04,0.13,0,0.08,0,0.18,0,1.91,0,0,0.1,0.43,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
RBP4,0.03,0,0.69,0,0,0,0,0,0,0,0,0,0,0.1,0,1.13,0.95,0.3,0.03,0,0,0,1.03,0,0.03,0.16,4.36,0,0.44
REEP3,0.03,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.43,0,17.49,1.13,15.89,0,0,0,0.03,0.11,1.76,5.6,7.2
RET,0.03,0,2.75,0,0.09,0.02,0,0.03,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,1.92,2.22,5.6
RGS10,0.03,0,0,0,1.32,0,0.93,0.13,2.93,2.31,9.8,0.22,0,0.1,1.7,33.69,23.03,9.52,46.78,33.44,54.16,27.09,6.81,114.34,5.57,0.85,57.08,62.94,75.17
RHOBTB1,0.03,0,0,0,0,0,0,0,0,3,0,0,0,0.1,0,0,0.59,0.97,1.28,0,0.28,0,1.54,0,0.03,1.37,0.01,0,0
RNLS,4.49,2.72,0.62,0.6,1.26,1.39,1.35,0.37,0.4,0.66,2.78,0.33,0,0.1,0.65,0,0,0.23,0.03,0,0.32,3.63,7.19,0,0.03,1.04,2.23,2.59,1.59
RPP30,12.93,5.88,4.19,2.69,3.38,4.61,2.93,4.79,1.26,5.71,2.22,1.27,2.1,6.06,5.21,15.79,10.36,10.31,38.94,31.84,5.57,19.34,23.79,34.63,12.66,16.26,8.32,16.39,16.22
RPP38,1.96,4.07,13.37,16.45,6.43,2.71,8.95,6.59,21.33,2.12,25.66,5.01,3.01,0.1,13.47,9.54,5.82,25.46,4.37,35.81,9.89,59.62,90.63,3.67,33.69,61.61,50.26,62.79,39.04
RPS24,1054.4,712.79,765.73,590.37,593.41,531.11,527.71,847.33,788.46,1683.05,1718.19,712.79,1221.64,1518.31,1138.61,587.2,797.92,468.74,804.87,590.37,440.05,468.74,390.25,940.95,540.87,759.37,887.34,1645.28,2573.61
RRP12,0.03,0.09,0,2.3,2.08,1.06,2.2,2.13,1.54,1.68,0.76,3.92,1.3,4.27,8.98,39.14,45.53,38.64,15.49,45.17,43.37,57.62,21.09,60.97,66.11,20.25,39.26,7.18,13.58
RSU1,30.81,26.53,36.59,25.57,28.36,41.52,43.52,35.24,33,32.45,16.29,19.54,13.7,9.36,41.52,2.18,1.72,0.16,1.39,6.16,1.98,12.49,1.13,4.88,4.85,3.62,2.83,4.25,7.8
RTKN2,16.5,6.83,13.63,3.11,2.58,1.04,0.72,0.73,2.47,1.38,3.38,4.25,5.77,22.36,2.5,2.97,1.13,0.71,0.03,0.22,3.1,2.48,1.52,2.16,1.36,0.54,0.48,0.98,1.3
RUFY2,10.85,1.42,2.58,0.57,0.25,0.22,0.24,0.47,0.2,0.5,0.19,0.33,0,10.94,0,3.8,3.87,1.28,0.03,5.02,1.11,9.36,2.39,0,11.61,1.97,0.76,1.14,1.2
SAMD8,5.22,2.93,6.09,1.47,0.45,0.78,0.24,1.03,0.18,0.36,1.15,0.79,0.28,3.57,2.51,28.77,58.86,20.1,45.45,27.77,66.96,33.13,18.78,9.18,40.02,21.78,24.33,41.94,38.75
SAR1A,30.5,20.54,35.02,32.36,27.41,20.1,35.24,53.78,8.58,57.62,23.33,6.31,5.62,13.21,8.25,70.32,58.67,64.83,125.74,84.59,64,64.4,68.54,125.97,92.23,115.04,59.01,67.96,74.71
SCD,0.03,0,0,0,0,0,0,0,0,0,0.23,0,0.26,0.1,0,15.07,2.29,21.71,1.19,6.98,13.24,2.47,9.77,11.26,12.88,1.78,117.23,45.37,58.8
SEC23IP,49.53,37.41,60.72,21.04,9.59,14.58,14.84,33.96,19.99,16.72,5.66,5.87,0.41,4.34,9.39,2.16,8.65,6.85,2.05,3.22,17.17,0.85,0,20.87,2.32,0.32,4.06,16.6,19.62
SEC24C,5.99,11.41,5.58,28.73,38.55,44.16,29.16,31.23,56.87,4.9,11.45,58.52,28.21,9.88,36.82,20.84,12.86,27.42,7.06,1.87,11.75,12.35,3.67,27.45,3.16,4.53,12.23,2.17,3.17
SEC31B,0.03,0.09,0,0.09,0.11,0.03,0,0.41,0,0,8.46,0,0,0.1,0.64,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0.53
SEC61A2,12.17,5.49,10.32,2.47,2.25,3.9,3.05,3.64,0.25,0,0.62,0.3,11.43,0.1,2.78,19.43,13.16,12.75,3.68,11.24,12.84,6.98,16.94,0.81,41.05,2.97,13.44,3.06,6.06
SEMA4G,1.43,1.99,0.49,1.72,1.85,5.59,2.51,2.3,1.17,0.95,1.14,4.93,3.18,0.1,3.21,1.31,0.8,0.46,8.11,1.05,2.14,2.83,2.02,0.9,7.32,0.34,0.51,0.26,0.17
SEPHS1,68.4,37.06,67.44,57.13,48.63,49.33,45.17,52.67,16.82,33.4,33.35,22.91,14.74,7.98,13.51,3.55,0.86,2.8,0.03,4.76,0,3.77,11.97,5.53,12.22,5.91,38.49,50.22,25.16
SFMBT2,0.03,0.64,0,0.02,0.09,0.12,0.01,0.06,1.23,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.32,0,0.04
SFTPD,0.03,0,0,0,0,0,0,0,0,0.44,0,0,0,0.1,0,2.79,0.1,13.79,6.3,13.94,31.21,2.25,3.63,39.35,23.53,1.89,12.1,1.16,3.91
SFXN2,0.03,0.25,0,0.44,0.04,0.09,0.13,0,0.33,0.24,0,0,0,0.1,0,0.51,0.23,0,0.03,0,0,0,0,0,0.03,0.07,1.21,4.72,0.55
SFXN4,21.68,9.41,1.58,10.96,8.35,14.69,11,5.31,8.66,5.6,9.29,1.88,0,0.1,2.14,0.31,0,0,56.38,0.24,0,6.52,0,0,0.03,1.58,6.74,0.65,0.24
SGMS1,20.46,13.94,22.75,2.17,0.43,0.5,0.68,0.49,2.17,2.24,2.24,0.34,0,39.83,5.9,0.14,0,0,0.03,17.53,2.4,4.1,3.29,0.44,2.55,0,5.49,5.79,2.32
SGPL1,5.98,13.6,7.47,5.67,7.45,9.81,9.29,13.77,10.62,10.64,12.25,2.21,6.18,23.52,4.35,5.53,5.52,1.14,2.65,7.03,19.29,1.83,7.17,0.6,1.49,3.45,6.7,3.32,3.28
SH2D4B,11.78,4.74,5.25,3.51,39.77,49.88,30.13,13.34,68.13,2.26,3.12,40.61,49.63,31.21,84.34,0,7.79,0.78,0.03,0.55,0,3.14,1.45,0,1.23,0,0.01,0.09,0
SH3PXD2A,1.12,0,0,0,0.01,0.21,0.07,0.08,0,0,0,1.03,0.41,0.1,0,0.12,0,0.16,1.06,1.5,0.42,2.15,0,3.26,5.36,0.01,2.89,3.7,2.31
SHOC2,2.57,2.79,1.69,6.63,2.1,3.33,6.85,5.23,9.97,7.37,17.42,8.27,4.47,0.1,18.78,38.05,29.8,28.29,0.03,14.35,1.86,13.96,2.43,1.67,1.92,16.52,2.54,6.5,3.89
SIRT1,3.56,5.75,10.67,1.14,1.26,0.92,1.08,0.65,0.57,0.34,0.38,2.34,10.44,5.19,6.17,70.42,84.77,47.2,21.54,41.66,9.59,2.19,4.74,15.95,10.27,63.03,15.59,40.11,29.32
SLC16A12,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.18,0,0,1.26,0.14,0,0.53,0,6.93,0.03,0,0,0,0
SLC16A9,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.48,15.41,0.86,4.05,7.15,30.77,0.94,0.36,16.18,0.03,0,0.77,2.47,9.4
SLC18A2,22.82,12.42,16.88,3.08,0.8,4.84,4.08,2.71,1.94,0.21,0.26,4.62,0.7,0.1,0.49,0.65,1.08,2.7,0.03,2.03,0.78,0.88,0,2.82,0.03,0.28,0.02,3.34,2.43
SLC25A16,7.43,4.9,8.11,7.97,6.8,3.48,5.44,14.57,2.36,9.11,2.85,5.24,36.2,5.22,6.02,17.72,26.24,13.09,129.72,73.05,65.96,45.45,23.1,22.58,6.99,25.96,43.61,86.57,70.08
SLC25A28,0.03,0,0,0.94,0.62,0.54,0.04,2.44,0,0,0,0,1.85,6.09,0,25.51,23.1,28.4,95.9,21.78,1.48,4.7,10.5,1.76,120.34,8.71,19.01,3.11,11.52
SLC29A3,0.03,0.83,0.48,6.33,29.15,25.89,16.88,13.76,9.48,12.39,14.76,16.06,55.91,31.61,0.8,0.39,3.87,1.62,14.17,5.3,4.76,0,1.3,0,6.12,0.28,9.11,7.3,1.16
SLC39A12,28.26,11.94,23.59,4.21,2.76,4.72,9.79,12.85,5.17,4.71,1.92,1.04,0,0.1,23.44,0,2.13,0,0.03,0,0,0,0,0,0.03,0,0,0,0
SLK,1.33,1.33,3.3,0.68,0.29,0.19,2.7,1.74,1.48,8.77,1.42,3.69,7.68,19.06,1.35,1.07,0.26,0.17,0.03,0,0,1.23,0,0,0.03,0.19,3.98,10.81,17.58
SMC3,87.68,185.89,108.43,175.65,74.86,40.94,50.09,40.02,55.2,104.47,62.19,88.36,57.57,137.31,69.65,46.63,48.75,50.36,18.64,30,40.46,55.97,14.32,23.02,17.22,43.2,28.69,54.6,57.18
SMNDC1,42.97,55.33,70.89,25.34,37.41,36.49,22.74,17.34,38,64.29,55.72,5.05,65.08,17.27,47.35,113.15,148.61,105.77,108.25,61.42,7.85,102.07,13.22,31.15,44.28,65.64,44.8,157.89,123.41
SORBS1,15.51,7.29,12.67,3.75,4.51,5.33,4.7,10.64,8.36,8.98,14.54,6.38,9.67,2.67,9.81,1.55,0.21,0.84,1.8,6.79,0.72,0.36,6.24,8.79,6.5,0.04,2.94,9.01,6.78
SORCS1,6.36,0.6,1.83,0.03,0.13,0.28,0.58,0.55,0.15,0.19,1.55,0.34,2.19,0.1,0.39,0,0.37,0.1,0.03,0,0.25,1.2,0,0,0.03,0.09,0,0,0
SORCS3,20.63,2.22,9.71,0.76,0.4,0.51,0.88,1.39,0.85,2.23,1.93,0.52,4.06,0.1,2.16,0,0.04,0,1.17,1.71,0,3.55,0,0,0.03,0.82,0.03,0,0
SPAG6,29.47,18.94,45.49,13.39,11.15,14.02,13.72,31.52,21.27,30.81,27.27,30.72,36.66,23.28,25.36,0,0.13,0,0.03,0.69,0.38,0,0.27,2.74,1.58,0,0,0.21,0
SPOCK2,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0.87,16.91,0,0,0,0,0.03,0.16,0.26,0,7.27,0.76,1.05,0.08,0.03,0.09,0.11
SPRN,0.03,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0.1,0,0,0.65,0.4,2.49,2.62,0,0,5.59,2.96,0.03,0.45,1.31,0,0.03
SRGN,0.03,0,0,0,0,0,0,0,0,0,0,0,2.59,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,1.95,0.09
STAM,0.03,0.14,0,0.59,0.27,0,0.26,0.48,0.24,2.13,0.22,3.55,0,4.27,3.83,62.98,41.34,69.78,19.46,42.66,19.6,50.86,12.84,18.37,5.54,43.03,9.52,19.91,24.7
STK32C,0.03,0,0,0.2,0.77,0.16,0.45,2.97,0,0,2.26,0.69,1.44,0.1,0.82,0,0,0.44,0.03,0.34,0,0,0,0,0.03,0,0.16,0.05,0
STOX1,3.32,17.36,11.64,14.19,12.92,9.91,5.96,18.02,8.8,9.41,23.05,1.34,1.53,0.1,20.59,0,0,0,0.03,0,0,0,0,0,0.03,0,1.41,0.16,0.07
SUFU,0.03,1.25,0.59,1.31,1.08,0.4,1.66,1.11,1.23,3.31,3.9,4.48,2.03,0.1,0.57,0.64,0.34,0.44,7.84,1.39,8.46,1.06,1.55,0.39,1.1,1.9,0.35,0.46,0.93
SUPV3L1,61.24,61.55,44.83,65.58,71.36,69.65,39.64,24.47,31.11,58.25,14.85,29.77,106.93,4.56,19.29,31.03,77.18,44.28,4.16,55.86,25.52,83.48,17.77,13.53,6.92,4.19,24.56,6.75,8.67
SUV39H2,6.03,6.28,3.09,17.29,10.18,12.15,52.08,29.18,41.98,51.11,20.51,56.16,81.39,70.13,20.1,1.24,10.72,3.31,4.18,25.7,18.65,73.46,11.26,1.32,3.85,22.85,10.04,9.77,9.66
SVIL,0.03,0.22,1.12,0.05,0.11,0.06,0.26,0.2,0.21,0.31,0,0.55,0.25,2.65,0.26,0.07,1.19,0.13,0.03,0,0,0,0,0,0.03,0.05,0,0.72,2.16
SYCE1,0.03,0,0,0.62,0.16,0.41,0.4,0,0.68,2.5,0.37,0.89,5.24,0.1,5.23,0.22,2.61,0.79,0.03,1.63,0,0,0,0,0.03,0.09,5.61,1.54,6.07
SYNPO2L,0.03,0,0,0.17,0.08,0.07,0,0,0,0,0,0.13,0,0.1,0,0,0.07,0,2.4,0,0.27,0.5,0,0,0.03,0,0,0,0
TACC2,36.59,8.57,14.04,0.21,1.31,4.77,1.93,8.96,1.18,3.98,2.48,0.07,1.49,0.1,2.55,1.23,0.57,0.47,0.03,0,0,1.13,0,0,0.97,0.11,0.45,0.91,0.24
TAF3,0.03,1.57,0.58,172.49,151.38,120.2,17.75,15.58,52.84,15.95,87.35,137.55,14.09,4.38,24.76,17.99,19.31,24.48,5.14,48,43.23,36.89,13.51,9.19,3.63,9.5,8.28,0.32,0.47
TAF5,256.6,127.65,199.98,63.27,80.75,74.22,81.49,173.88,130.76,241.23,156.47,76,305.6,50.36,170,74.44,108.08,76.5,34.94,93.12,62.98,32.98,74.16,151.38,97.07,158.52,9.87,12.44,22.22
TBC1D12,10.75,9.09,12.06,2.9,0.75,1.4,0.39,4.29,1.84,6.14,9.47,0.92,5.75,56.25,1.92,7.92,5.67,4.41,24.92,9.24,1.42,0.75,1.82,9.69,0.03,5.22,0.42,5.85,4.02
TCERG1L,0.03,0,0.6,0.12,0.34,0.01,0.16,0.42,0,0,0,0,0,0.1,0.3,0.39,0,1.52,0.03,2.07,0.38,0.5,0.49,0,0.03,0.01,0,0.59,0
